1102,9969868458152; 2,367766014092569e-10
1474,6989320841128; 2,3116591964105636e-10
1971,6617236725267; 2,261697966129729e-10
2636,097353852013; 2,2163571208621133e-10
3524,4429485814535; 2,2034025948871677e-10
4712,154533918953; 2,2034025948871677e-10
6300,116266733713; 2,2580849478090427e-10
8423,209529453317; 2,3791497451520836e-10
11261,769747283917; 2,564810996777673e-10
15056,904069329363; 2,8381131597460187e-10
20130,970996602424; 3,1741900482546105e-10
26914,961495407744; 3,5842816935812014e-10
35985,10734636407; 4,004446212455879e-10
48111,826240222836; 4,4193620855960207e-10
64325,161014235; 4,833282279574334e-10
86002,27143421138; 5,235507000016563e-10
114984,41006944337; 5,781057770812645e-10
153733,3181848786; 6,527945467176107e-10
205540,32590904855; 7,721138542600624e-10
274805,9176345375; 9,545441404523927e-10
367413,5089207612; 1,208075893542788e-9
491229,1834886616; 1,5502793490143268e-9
656769,8379402234; 1,970424121375039e-9
878096,4863786084; 2,4385814957778035e-9
1174008,602174322; 2,8674524083324397e-9
1507239,5940686974; 3,107405700899538e-9
2190992,0889195716; 3,325324722318086e-9
3048563,6482146773; 3,0978157505547833e-9
4075907,377833191; 2,803984282543175e-9
5449458,456412441; 2,3517929765022637e-9
7285886,237177498; 1,8132365617649094e-9
9725340,604135359; 1,350411080183913e-9
13023882,37519581; 9,384039157846318e-10
17412835,809473682; 6,359687366333654e-10
23120406,86018859; 4,0232699261665334e-10
30068531,78723282; 2,5803486929918893e-10
37775794,818808295; 1,603469548434085e-10
46484245,05941472; 1,011149699944339e-10
56414638,366997294; 6,406031958024552e-11
66598668,356666215; 3,856640820253613e-11
77541310,70501356; 2,4029798805250623e-11
90281908,24553679; 1,4745631073092192e-11
102957764,69659358; 9,255666521625508e-12
115002759,93989943; 5,61714761717326e-12
128456895,24018745; 3,380482828399466e-12
143485025,43218926; 2,0315807592356514e-12
163630762,49734017; 1,1671796278310602e-12
