,sample_name,idx_to_news_sample,dist_to_news_source_arcsec,chunk_number,id,ra,dec,news_ra,news_dec
837,mirong,186080,0.10403506991170842,0,838,231.0108,5.915,231.01079929,5.91502889
838,mirong,18970943,39.212105067812026,37,839,231.0289,29.8265,231.02615912,29.83712957
839,mirong,961836,0.1491226389647561,1,840,231.1589,53.2496,231.15887653,53.24963897
840,mirong,37462417,24.89467633469008,74,841,231.5635,38.6892,231.55643164,38.69336919
841,mirong,40273951,15.419057201653882,79,842,231.6428,32.4197,231.64011597,32.42333476
842,mirong,3795021,0.03258463858092815,7,843,232.0206,56.1516,232.02060135,56.15160902
843,mirong,13822711,0.08671971365894171,27,844,232.0857,37.487,232.08571707,37.48698008
844,mirong,14839677,28.73778328345371,29,845,232.9643,37.4127,232.95577568,37.40847166
845,mirong,16351989,18.975279256469747,32,846,233.2838,9.1426,233.28751008,9.14639018
846,mirong,31419782,40.14305151271201,62,847,233.2918,27.489,233.294594,27.47812813
847,mirong,13156572,0.313509086806889,26,848,233.3431,21.8621,233.34315179,21.86217262
848,mirong,18007181,0.12205437212330951,35,849,233.3923,31.1839,233.39228648,31.18386813
849,mirong,21029879,53.88493793643903,41,850,233.4357,4.8648,233.42068403,4.86522962
850,mirong,5934160,0.22858324879926267,11,851,233.4887,-0.8103,233.48865025,-0.81033946
851,mirong,22485406,28.560328493787438,44,852,233.7595,34.9273,233.75386866,34.92084859
852,mirong,32551718,16.34385223354927,64,853,233.871,39.3796,233.87312073,39.37536633
853,mirong,28181337,58.21342255794317,55,854,234.2971,58.239,234.26653472,58.23738189
854,mirong,9161928,17.248965138346495,18,855,234.5683,23.9054,234.57336554,23.90417078
855,mirong,11590828,85.68843606504954,22,856,235.1221,0.9104,235.12768396,0.88726175
856,mirong,1740871,0.10980348845048692,3,857,235.4184,30.5057,235.41841991,30.50572522
857,mirong,38924065,59.9655099000306,77,858,235.4588,14.2438,235.44391943,14.23546784
858,mirong,10410438,0.07028923297254897,20,859,235.4898,23.4192,235.48981058,23.41921694
859,mirong,787900,0.11997516623578347,1,860,235.4943,7.3101,235.49433318,7.31009475
860,mirong,29379642,72.927636071035,58,861,235.5371,4.2264,235.53028486,4.24548352
861,mirong,13678939,27.867262307630327,27,862,235.7594,24.4557,235.75225102,24.45989218
862,mirong,6080179,64.74111965816029,12,863,236.018,27.8933,236.02583732,27.90989634
863,mirong,2056656,58.738881688640134,4,864,236.3735,25.1911,236.39147863,25.18985546
864,mirong,3823974,0.1555728133565469,7,865,236.4311,53.5073,236.43116758,53.50728412
865,mirong,3692499,51.37710244798878,7,866,236.8522,0.3275,236.8410653,0.33642726
866,mirong,23644960,28.374454058833972,46,867,237.0654,14.8925,237.0617125,14.89953019
867,mirong,1283167,0.02784655358773816,2,868,237.1349,-1.1366,237.13489867,-1.13660762
868,mirong,26093144,34.645440523823794,51,869,237.1794,22.1368,237.17009855,22.1325126
869,mirong,288905,0.12777065444224342,0,870,237.48,33.4644,237.47998619,33.46443357
870,mirong,9230631,0.12424319323289348,18,871,237.5718,41.6506,237.5718198,41.65063118
871,mirong,3195160,0.27414560974191177,6,872,237.6848,23.7809,237.68482013,23.78082611
872,mirong,1965307,45.24998686343055,3,873,237.6914,53.5093,237.71057762,53.51458564
873,mirong,2563431,19.26313170727708,5,874,237.9226,35.2208,237.92579219,35.22547242
874,mirong,850743,0.04839028201076293,1,875,237.9381,21.3529,237.93810968,21.35290997
875,mirong,25970058,68.67462930363305,51,876,238.097,32.582,238.0783686,32.59283831
876,mirong,21789368,37.88016139037834,43,877,238.2429,27.6246,238.24188957,27.61411589
877,mirong,25059929,0.11723785596997695,49,878,238.3367,17.9076,238.33669724,17.90763246
878,mirong,8773409,0.2122844571588694,17,879,238.5327,17.2081,238.53265446,17.20813981
879,mirong,26059307,42.84205462630194,51,880,238.6553,52.924,238.67496008,52.92293359
880,mirong,32517230,0.14728124086616828,64,881,238.66,16.6105,238.65998681,16.61046109
881,mirong,406273,0.2138917373976626,0,882,238.6677,36.4978,238.66776498,36.49777169
882,mirong,56736,0.20408927443433159,0,883,238.9003,11.7902,238.90027736,11.79014782
883,mirong,13672826,56.62265478674835,27,884,238.9165,21.3349,238.90103024,21.32859601
884,mirong,3065882,0.08441523743249583,6,885,239.0426,27.1777,239.04257566,27.177691
885,mirong,7304140,0.17980306507666158,14,886,239.168,45.2273,239.16801767,45.22734837
886,mirong,32666056,47.15516028524426,64,887,239.4314,27.4647,239.44360251,27.4720725
887,mirong,3127822,0.07706750210891394,6,888,239.478,53.1842,239.4780162,53.18418092
888,mirong,7091825,96.09183823612702,14,889,239.8588,52.2098,239.83920094,52.23363937
889,mirong,497100,0.20989802088953588,0,890,240.0094,13.0272,240.00937016,13.02714946
890,mirong,5789,20.24963919471203,0,891,240.1203,33.0014,240.1253506,32.997699
891,mirong,9958869,0.11641492212882276,19,892,240.1371,5.4358,240.13707271,5.43578246
892,mirong,6836535,0.09797235256739081,13,893,240.2178,46.2119,240.21778588,46.2119254
893,mirong,3732842,32.162691206258614,7,894,240.2953,43.1939,240.29427762,43.18499707
894,mirong,36753318,68.06768706960672,72,895,240.6581,41.2934,240.6725074,41.30890326
895,mirong,3970286,0.05327214744419298,7,896,240.9146,50.1654,240.91458483,50.16538884
896,mirong,34100277,59.02309571201547,67,897,240.9247,11.0969,240.93930726,11.10485888
897,mirong,39168203,20.86757986851811,77,898,241.2715,45.443,241.26434383,45.44010358
898,mirong,26228133,31.002283539780557,52,899,241.2895,16.6184,241.28702046,16.61012252
899,mirong,30522288,23.81274071727366,60,900,241.4958,5.2133,241.50084373,5.20899602
900,mirong,2594745,0.15104701977869456,5,901,241.5166,6.8582,241.51662981,6.85822974
901,mirong,32708985,70.56395793969584,64,902,241.7126,22.027,241.69452507,22.03717219
902,mirong,8128115,0.22429482033839776,16,903,241.8605,23.6742,241.86043391,23.67421477
903,mirong,1299994,0.17645960244813497,2,904,242.2862,3.9519,242.28617847,3.95185594
904,mirong,14666114,0.13674090870277103,29,905,242.5741,5.1379,242.57411327,5.13786439
905,mirong,969247,0.0610950928135187,1,906,242.6724,52.6176,242.67241447,52.61761452
906,mirong,478106,0.14658679538652747,0,907,242.6951,52.4684,242.69510137,52.46835929
907,mirong,8697636,0.1624820967564134,17,908,242.8256,15.5077,242.82562082,15.50765957
908,mirong,10511630,0.14350785666735033,20,909,243.0815,46.4952,243.08153125,46.49516644
909,mirong,37022196,51.549689145469245,73,910,243.1124,24.1395,243.09681801,24.14118992
910,mirong,6705276,31.005048790822777,13,911,243.1801,12.7515,243.17158328,12.74922535
911,mirong,3173728,0.08968470676799473,6,912,243.2424,14.2715,243.24238903,14.27152253
912,mirong,34858781,145.1939597724714,69,913,243.6832,16.957,243.6836247,16.99732961
913,mirong,5735152,30.81731937317523,11,914,243.7273,26.325,243.71807043,26.32279864
914,mirong,4880540,17.238352200091995,9,915,243.9217,47.1866,243.92085613,47.18184604
915,mirong,6709642,48.26502238087089,13,916,244.1426,32.7737,244.15724081,32.76839002
916,mirong,10363090,0.15215024224936657,20,917,244.2125,35.8688,244.21247296,35.86883614
917,mirong,32022683,16.19701584817405,63,918,244.2764,41.1131,244.27363733,41.11708879
918,mirong,36801374,66.24558779532629,72,919,244.384,-0.2838,244.38043061,-0.26574794
919,mirong,25035695,43.274308129253974,49,920,244.8072,50.3085,244.82521788,50.30502569
920,mirong,29589679,83.73327672088558,58,921,244.9595,26.2249,244.9850036,26.22909393
921,mirong,28884373,0.2921119033963196,57,922,245.0684,26.9781,245.06840384,26.97818107
922,mirong,38049855,0.11755239886425281,75,923,245.1458,24.124,245.14581052,24.12403121
923,mirong,88273,0.06490452831102696,0,924,245.2825,39.1681,245.28252325,39.16809965
924,mirong,30938606,17.425769930488276,61,925,245.4177,39.0181,245.42359139,39.01652576
925,mirong,30414340,26.48231780033387,60,926,246.7018,14.3107,246.69860533,14.3173732
926,mirong,3749363,0.1475025167875944,7,927,247.0419,48.1799,247.04184153,48.1799126
927,mirong,852518,0.06630358002572784,1,928,247.4087,36.4145,247.40871913,36.41451011
928,mirong,14241880,104.31895664295334,28,929,247.4149,24.1489,247.42146706,24.12054901
929,mirong,17759128,72.60537201408879,35,930,248.1952,44.2718,248.18552023,44.29074018
930,mirong,18073273,24.183000772585995,35,931,248.4996,18.9729,248.50160495,18.97934438
931,mirong,7846237,72.01649319545368,15,932,248.5143,32.1687,248.5335053,32.1570441
932,mirong,3073389,85.39085290060834,6,933,248.5695,-0.6758,248.54604156,-0.67227849
933,mirong,34852886,43.43643493405744,69,934,248.7782,34.9812,248.76360156,34.97961566
934,mirong,10618997,30.64950346825822,21,935,249.2138,39.502,249.21450128,39.51049654
935,mirong,16423541,0.26301399247311785,32,936,249.9167,13.7273,249.91662887,13.72727627
936,mirong,871053,0.16799146717978897,1,937,250.4539,34.3982,250.45395363,34.39821481
937,mirong,6443924,36.701605559511094,12,938,250.4871,43.4244,250.49973541,43.42884151
938,mirong,16075300,47.96419960385631,31,939,250.5268,19.4827,250.51705616,19.4730498
939,mirong,29043834,107.24240209749411,57,940,250.5603,40.8581,250.59188498,40.87590167
940,mirong,7194273,44.7838483409779,14,941,250.6595,44.3921,250.66716913,44.38093241
941,mirong,13582137,26.101598044657514,26,942,251.7014,16.8261,251.69614649,16.8313233
942,mirong,1944980,0.1672548148024659,3,943,251.9766,38.7283,251.97658234,38.72834437
943,mirong,8232982,0.12797918693808413,16,944,252.0711,21.685,252.07112375,21.68497213
944,mirong,5206799,0.16563956566355711,10,945,252.5542,42.2417,252.5541775,42.24165711
945,mirong,1668779,0.12464594386461858,3,946,253.0891,34.2783,253.08907517,34.27827211
946,mirong,2530487,0.08312976201356125,5,947,253.7696,21.8443,253.76957868,21.8443119
947,mirong,4557342,0.12634822791082861,9,948,254.2794,23.7789,254.2794204,23.77887028
948,mirong,20856305,0.16031635137309197,41,949,254.3609,24.7326,254.36088501,24.7325576
949,mirong,708874,0.07442398750313967,1,950,254.3617,23.7578,254.36171109,23.75781801
950,mirong,1012262,0.2580840011991902,2,951,254.7912,40.4177,254.79122713,40.41763135
951,mirong,38148422,59.13707884130876,75,952,254.8403,62.7766,254.81332133,62.78744361
952,mirong,27272745,45.6094140062853,54,953,254.8444,20.8299,254.84064293,20.81772712
953,mirong,18933500,17.06399463498359,37,954,255.9409,36.6815,255.93850834,36.68583462
954,mirong,14377198,71.39224047842004,28,955,256.9307,30.9384,256.95281767,30.94417987
955,mirong,21759328,0.149561558260551,43,956,257.0442,35.575,257.04415039,35.57500989
956,mirong,38161226,61.61450783880214,75,957,260.022,53.9508,260.04943803,53.95647863
957,mirong,10907311,17.133848739353922,21,958,260.847,26.8477,260.85140823,26.85038016
958,mirong,12289942,63.339845042123095,24,959,264.5388,58.7149,264.56436254,58.72645023
959,mirong,3092884,0.16826926833615358,6,960,309.5651,-6.7313,309.56505339,-6.73130649
960,mirong,36151948,14.257402060989152,71,961,309.9331,-6.3331,309.93105479,-6.33649893
961,mirong,6181395,49.5498866801037,12,962,312.2812,1.1441,312.26918348,1.15081602
962,mirong,13307924,0.27430784737133446,26,963,312.4176,0.6744,312.41753292,0.67436385
963,mirong,2904603,0.13470964702186403,5,964,313.2562,0.3358,313.25617574,0.33577151
964,mirong,21185571,0.2272155204067714,42,965,313.8474,-5.1054,313.84738303,-5.10533919
965,mirong,18921252,43.341667983484186,37,966,316.6713,-7.917,316.68033529,-7.90894663
966,mirong,5094080,0.16595218076396104,10,967,317.6911,-2.6532,317.69108244,-2.65324263
967,mirong,31007230,20.771189393248967,61,968,318.1933,-2.5864,318.18921661,-2.59048047
968,mirong,1354512,0.16081153050752806,2,969,318.8746,-0.1853,318.87455535,-0.18529866
969,mirong,24924883,30.035529400921604,49,970,319.0135,-1.1412,319.0203756,-1.145928
970,mirong,4687354,0.21127749889400532,9,971,319.0496,-6.4751,319.0495456,-6.47512286
971,mirong,9943107,96.52261306379548,19,972,319.0823,-5.9342,319.09948278,-5.95485898
972,mirong,17384555,62.4826167438221,34,973,322.4773,10.2677,322.48179353,10.2509164
973,mirong,15273607,0.2730606875241307,30,974,323.014,-6.8678,323.01394194,-6.8678493
974,mirong,16896353,18.737855316328847,33,975,323.7464,-1.1466,323.74546755,-1.14147921
975,mirong,32594868,44.353743451144204,64,976,324.9366,11.8519,324.93756489,11.83961576
976,mirong,25267,0.16099201634645377,0,977,325.4288,-8.9507,325.42877001,-8.9506665
977,mirong,8075056,0.0373390750507356,16,978,326.5162,10.6913,326.51619167,10.69129363
978,mirong,1415264,62.05122733929961,2,979,326.653,-6.6294,326.66689266,-6.61907248
979,mirong,1141394,0.23900008924667812,2,980,327.7322,-1.1151,327.73222552,-1.11503871
980,mirong,20232380,96.89715999760895,40,981,329.2019,0.6863,329.21717428,0.66413712
981,mirong,36609717,4.49279213283481,72,982,329.8554,11.7185,329.85626153,11.71941972
982,mirong,30953534,4.795898039697166,61,983,330.9154,10.3465,330.91580162,10.34777226
983,mirong,238000,0.21052509833503205,0,984,330.9552,11.4092,330.95514706,11.40917304
984,mirong,10057129,0.14095955390185094,19,985,331.726,-8.1964,331.72597513,-8.19643045
985,mirong,13836967,0.14387564361776242,27,986,332.5854,8.0878,332.58538113,8.08776467
986,mirong,6184321,0.1247472387264085,12,987,332.8915,12.7238,332.89153533,12.72379638
987,mirong,26667952,73.44447889009459,52,988,333.9234,-1.1225,333.90482376,-1.11405811
988,mirong,11811282,0.11609995009776991,23,989,334.0204,-7.8989,334.02040542,-7.8988682
989,mirong,35950186,29.335248040626816,71,990,334.3996,-8.3451,334.39570594,-8.33791972
990,mirong,5615162,0.06199030281518527,11,991,334.9176,8.8026,334.91758374,8.80260619
991,mirong,2083253,0.1817160806960902,4,992,336.0674,12.6874,336.06743334,12.6874386
992,mirong,1040899,0.06576225350883298,2,993,337.118,-0.4563,337.11798841,-0.45628588
993,mirong,28920529,40.86797230800842,57,994,337.2807,28.2977,337.29157304,28.29159981
994,mirong,37016183,65.55339279485938,73,995,337.2897,0.2471,337.28625078,0.22922038
995,mirong,16794719,0.1933437942071744,33,996,338.6848,12.9716,338.68479174,12.9715469
996,mirong,11450098,29.972018371696866,22,997,341.3378,17.1596,341.33118072,17.15418587
997,mirong,27635952,38.26511356049736,54,998,341.8758,0.0018,341.86522468,0.00286886
998,mirong,13362729,32.99990518894064,26,999,342.8298,-8.6757,342.83905195,-8.67631359
999,mirong,28585209,90.3389553060217,56,1000,343.4469,19.051,343.45848534,19.07357904
1000,mirong,6375997,0.0782367990328133,12,1001,343.476,14.0769,343.47598763,14.07691812
1001,mirong,31280060,43.078060887763094,62,1002,346.3408,14.2339,346.33952708,14.24580235
1002,mirong,143050,0.2693525915486814,0,1003,346.822,24.4688,346.82201199,24.46887402
1003,mirong,24968090,37.09803049207796,49,1004,347.3344,0.7565,347.32803201,0.76460241
1004,mirong,21807393,29.58487409916591,43,1005,347.7308,22.3357,347.7240581,22.33034783
1005,mirong,1155970,0.0920549753942993,2,1006,347.7581,23.3778,347.75807278,23.37780544
1006,mirong,104987,0.18774865626510737,0,1007,348.0563,14.6815,348.05632262,14.68154734
1007,mirong,1593248,0.1802603045668764,3,1008,348.0949,13.5941,348.09491511,13.59414787
1008,mirong,23107390,35.31066406583565,45,1009,350.1946,21.0626,350.19191724,21.07208366
1009,mirong,1381592,0.22006673179331632,2,1010,351.2177,15.7142,351.21776098,15.71418294
1010,mirong,23802012,50.37176468350295,47,1011,351.8909,33.63,351.89149031,33.61601648
1011,mirong,1056834,0.18185349788635194,2,1012,352.742,-10.017,352.74199456,-10.01705023
1012,mirong,2247876,57.82440011626255,4,1013,353.1876,-0.9794,353.20106763,-0.97064363
1013,mirong,6264774,21.87475613659227,12,1014,353.7253,14.9536,353.73021519,14.94980912
1014,mirong,7982295,64.14140001849347,15,1015,353.8169,-8.9566,353.83451157,-8.96044723
1015,mirong,3215968,0.1424497629324029,6,1016,353.8228,1.0725,353.82277092,1.07252684
1016,mirong,19828817,21.5397549836314,39,1017,354.3609,10.3044,354.36470871,10.3090645
1017,mirong,32209562,35.11823639488182,63,1018,355.2267,-10.7895,355.23654205,-10.79080014
1018,mirong,3557470,33.57833499522664,7,1019,356.1931,9.094,356.19257521,9.10331291
1019,mirong,34668365,14.925192114865878,68,1020,357.9949,-10.8998,357.99151124,-10.90227293
1020,mirong,3099550,0.14524549685911511,6,1021,358.3634,0.1234,358.3634402,0.12339657
1021,mirong,11796130,0.06021381227669657,23,1022,358.4544,5.551,358.4544119,5.55101181
1022,mirong,15751513,0.16421857148677188,31,1023,358.5092,27.391,358.50923148,27.39103605
1023,mirong,20223526,0.11592345767935049,40,1024,358.6794,-0.1584,358.67941112,-0.15843022
1024,mirong,26860360,0.1690317036182983,53,1025,358.8767,-0.0907,358.87667885,-0.09065808
1025,mirong,16106884,0.11712514108528618,31,1026,359.821,2.2556,359.82103213,2.25559473
1026,sjoerts_flares,38466660,31.873504564229766,76,AT2019dsg,314.2623926,14.2044063,314.26469952,14.21297296
1027,sjoerts_flares,34304484,6.61348403896911,68,AT2019fdr,257.278578935,26.8556946632,257.28,26.85436518
1028,sjoerts_flares,231480,42.42307060804254,0,AT2019aalc,231.069435,4.855293,231.05997713,4.848218
1029,sjoerts_flares,23255163,46.68859191471389,46,AT2018dyk,233.2833955,44.5356122,233.27355895,44.54652286
1030,sjoerts_flares,6087957,0.014647070908181414,12,AT2019aame,215.05181852857,31.89418265,215.05181383,31.89418185
1031,sjoerts_flares,15464966,0.14898979632815484,30,AT2018lzs,268.23322858889,58.636442851111,268.23314927,58.63643993
1032,sjoerts_flares,1141394,0.1029208356248121,2,AT2021aetz,327.73224064333,-1.1150629733333,327.73222552,-1.11503871
1033,sjoerts_flares,19278589,0.17468774317555397,38,AT2018ige,118.6380507,9.4941259,118.6380536,9.49417434
1034,sjoerts_flares,14373537,0.09095466070154576,28,AT2021aeud,105.2337905077,36.980955474157,105.23381973,36.98094581
1035,sjoerts_flares,15341275,0.07161053503211362,30,AT2018iql,74.579667,-7.767961,74.57967622,-7.76794333
1036,sjoerts_flares,15522031,0.06622732646148513,30,AT2018jut,208.534625,13.03225,208.53463751,13.03226378
1037,sjoerts_flares,3488461,0.20936145591899682,6,AT2021aeue,35.793206212879,-9.5400954878788,35.79314733,-9.5400923
1038,sjoerts_flares,11463852,0.09518039166326217,22,AT2019aamf,134.25614917831,33.914988704819,134.25611868,33.91499635
1039,sjoerts_flares,2420927,0.1134415155861648,4,AT2018kox,70.793375,-4.303081,70.79339814,-4.30305954
1040,sjoerts_flares,2086589,0.47773901312796113,4,AT2018lhv,196.3538001,21.9544627,196.35366046,21.95443377
1041,sjoerts_flares,30702678,26.80807648466637,60,AT2019avd,125.9031975,4.3840166,125.91066604,4.38401658
1042,sjoerts_flares,9424981,0.5494827513068735,18,AT2016eix,244.71643899167,63.173373975,244.71611242,63.17333427
1043,sjoerts_flares,24083756,0.12039399079920171,47,AT2019aamg,272.05400271455,50.786732761818,272.05396434,50.78675578
1044,sjoerts_flares,2998993,0.2399332523417761,5,AT2018lcp,117.7084162,1.3583501,117.70845805,1.35840198
1045,sjoerts_flares,4401341,0.094276702588432,8,AT2021aeuf,191.02845135515,47.445135053608,191.02848988,47.44513241
1046,sjoerts_flares,18343224,0.024972387220697462,36,AT2020aezy,213.33463725356,44.316804258983,213.33464662,44.31680605
1047,sjoerts_flares,8266067,0.6919316294058689,16,AT2019cle,267.7546372,14.9183971,267.75476412,14.91854509
1048,sjoerts_flares,17586194,71.54612323184425,34,AT2019aamh,333.26923371739,23.562021663043,333.2773549,23.54359477
1049,sjoerts_flares,8392916,0.271831726135302,16,AT2019dll,175.347926,21.9368582,175.34786483,21.93680838
1050,sjoerts_flares,12387983,0.11264744054505023,24,AT2019gur,343.7032652,77.3529674,343.70317624,77.35299189
1051,sjoerts_flares,2210035,0.8760146813739137,4,AT2018lof,135.2537131,35.6355391,135.25364077,35.63577523
1052,sjoerts_flares,68826,82.35104490281832,0,AT2019dqv,160.87525,51.35805,160.8387684,51.35598076
1053,sjoerts_flares,196375,0.06709356284233346,0,AT2019cyq,149.02525,19.549039,149.02526897,19.54904427
1054,sjoerts_flares,165452,0.0903211700192643,0,AT2021aeug,237.56699244486,39.236414993416,237.56702156,39.23642599
1055,sjoerts_flares,4055903,0.4973538201500789,8,AT2019ihv,16.9496725,24.480088,16.94969012,24.48022522
1056,sjoerts_flares,18332615,1.4264757508088644,36,AT2019dzh,187.82527,23.7071466667,187.82545356,23.7075055
1057,sjoerts_flares,19127706,0.03406887094522208,37,AT2019kqu,248.061875,33.570211,248.06186481,33.57021518
1058,sjoerts_flares,34932017,0.25763019101023565,69,AT2019hbh,278.3309038,34.6842225,278.33094909,34.68428361
1059,sjoerts_flares,5710955,0.09342027004040955,11,AT2020aezz,267.06519334794,55.236975069118,267.06516531,55.23699551
1060,sjoerts_flares,16628026,0.3475436381224726,32,AT2020afaa,209.67039922909,24.71194886,209.67029334,24.71195705
1061,sjoerts_flares,30647158,22.30247201195142,60,AT2019idm,208.19525,20.412181,208.20072466,20.40870926
1062,sjoerts_flares,26710066,44.257282457330675,52,AT2019ihu,358.7379227,0.7055425,358.74873392,0.69968845
1063,sjoerts_flares,25691767,177.04845252121373,50,AT2019meh,321.822708,64.416439,321.93458719,64.40728404
1064,sjoerts_flares,24621902,64.99075649633532,48,AT2020afab,43.334078280723,44.301516142169,43.32543669,44.28455588
1065,sjoerts_flares,1561559,0.09272796586196926,3,AT2019aami,8.9311081787879,47.259254684848,8.93110448,47.25928032
1066,sjoerts_flares,12537388,0.18675565631184377,24,AT2019nna,357.16028686667,19.262801883333,357.16034178,19.26279991
1067,sjoerts_flares,20844385,21.496439476375063,41,AT2019nni,328.3271920875,-19.22732225,328.32390853,-19.22221903
1068,sjoerts_flares,611190,28.080344462380907,1,AT2021aeuk,243.2493432567,42.327846606646,243.24344697,42.33431509
1069,sjoerts_flares,21820680,44.42008061491924,43,AT2019hdy,142.46175,19.493011,142.46851903,19.50357195
1070,sjoerts_flares,29650407,67.68770122927252,58,AT2019pev,67.344667,0.61875,67.34083433,0.60034259
1071,sjoerts_flares,1946162,39.56073103007905,3,AT2013kp,71.657816604,-10.2263196282,71.64840038,-10.2322265
1072,sjoerts_flares,5323295,0.02426228169992776,10,AT2019brs,216.943333,29.510631,216.94332568,29.5106288
1073,sjoerts_flares,6904535,0.0964783996152508,13,AT2020afac,268.41739414113,55.857535508871,268.4174406,55.85752932
1074,sjoerts_flares,5964053,0.06807975151543336,11,AT2019wrd,355.981458,31.37715,355.98144526,31.37713453
1075,sjoerts_flares,28336841,23.22906200880358,56,AT2021aeuh,181.09223503636,-1.3675808818182,181.08622795,-1.36522071
1076,sjoerts_flares,6388044,0.08458821504902121,12,AT2019msq,4.184,6.380089,4.18398114,6.38010317
1077,sjoerts_flares,332879,0.06597908856642797,0,AT2019qpt,120.357375,24.929439,120.3573855,24.92945466
1078,sjoerts_flares,17191010,47.93717173725896,34,AT2020afad,103.82530708169,58.98469348169,103.8439909,58.97549534
1079,sjoerts_flares,4005919,0.10822945052666375,7,AT2019mss,207.102417,8.5287,207.10238856,8.52871062
1080,sjoerts_flares,28360986,63.37496241066172,56,AT2019thh,336.993542,18.322069,336.98143268,18.3354021
1081,sjoerts_flares,17819720,63.81004926626714,35,AT2021aeui,120.08321057647,75.823081435294,120.02793663,75.8116461
1082,sjoerts_flares,25005389,119.33011076975951,49,AT2020afae,76.233087689655,9.1541800310345,76.23820988,9.12142083
1083,sjoerts_flares,38885886,4.306923626540501,77,AT2020mw,122.696982646,11.5211300373,122.69588723,11.52060162
1084,sjoerts_flares,8903166,0.07242114565258609,17,AT2020iq,43.832167,-11.413511,43.83217296,-11.41349175
1085,sjoerts_flares,4800242,0.9853904154475805,9,AT2019xgg,162.2842408,37.2211007,162.28393623,37.22122759
1086,sjoerts_flares,2473149,0.06050910518498473,4,AT2020atq,102.3235381,62.5134005,102.32351427,62.51338779
1087,sjoerts_flares,11784021,0.032101213512286335,23,AT2021aeuj,137.10720435307,42.894801906579,137.10719813,42.89480957
1088,sjoerts_flares,1597506,0.020425854765210305,3,AT2020hle,166.9286271,74.63393225,166.92864258,74.63392833
